name	log2FC	pvalue	qvalue	n.control	n.alt	mean_length.control	mean_length.alt
ENST00000456936	-0.176369812	0.27322453	0.797217407	426	443	1830.096244	1666.465011
ENST00000457010	-0.199411291	0.467964413	0.87460809	18	17	970.8888889	799.3529412
ENST00000457054	-0.198694074	0.376574602	0.844288171	222	193	2081.923423	1927.051813
ENST00000457075	0.023668573	0.400205555	0.851802395	36	45	415.1388889	421.0666667
ENST00000457135	0.482800265	0.175475522	0.721113246	17	12	1319.529412	1753.666667
ENST00000457138	-0.295827252	0.005131152	0.239774051	219	231	1744.56621	1440.74026
ENST00000457143	-0.153222227	0.239090232	0.770733704	21	51	478.5238095	435.3921569
ENST00000457167	-0.05123799	0.695273262	0.937612688	381	380	1432.013123	1392.305263
ENST00000457199	-0.30410294	0.02725207	0.43392749	53	76	1076.90566	900.5131579
ENST00000457308	-0.627020442	0.002400128	0.170647602	45	63	2222.044444	1569.761905
ENST00000457309	-0.314001625	0.000941038	0.115488999	361	390	1381.548476	1151.846154
ENST00000457354	-0.301154215	0.005666506	0.246331757	427	437	1667.12178	1424.84897
ENST00000457408	-0.14763595	0.055950617	0.545040449	209	164	1469.066986	1361.054878
ENST00000457422	-0.104880062	0.528229549	0.894346178	89	86	1017.977528	939.5697674
ENST00000457458	-0.24196677	0.079071728	0.597245344	121	119	1193.859504	1026.697479
ENST00000457500	-0.095867021	0.507784406	0.889399052	47	58	1441.404255	1381.051724
ENST00000457527	-0.221173166	0.103238134	0.642044367	59	64	1132.169492	937.15625
ENST00000457542	-0.373031265	0.439604911	0.865914626	21	11	1660.619048	1224
ENST00000457573	-0.068616394	0.594195113	0.913675218	45	23	1269.311111	1209.913043
ENST00000457584	0.302546938	0.668100046	0.929675265	17	19	861.8235294	910.5263158
ENST00000457607	-0.258572521	0.365938867	0.838719703	61	85	3315.590164	2919.2
ENST00000457646	-0.055228468	0.779658626	0.955465977	200	181	1309.32	1211.740331
ENST00000457654	-0.09510025	0.595531131	0.913899747	166	154	1318.939759	1244.62987
ENST00000457657	-0.384977246	0.263228428	0.790606601	17	19	1417.235294	1180.947368
ENST00000457734	-0.22246557	0.508660173	0.889399052	29	15	1942.413793	1768.666667
ENST00000457749	0.046181987	0.954317333	0.992463435	7	18	1624.714286	1939.611111
ENST00000457781	-0.551915326	0.236048201	0.767927394	7	12	1724.285714	1243.5
ENST00000457800	-1.091580045	0.145780551	0.698073346	17	11	1001.470588	653.1818182
ENST00000457805	-0.148034666	0.270504622	0.794158542	24	55	492.125	449.2727273
ENST00000457823	-0.282101369	0.370407076	0.842021323	23	27	2399.869565	1916.37037
ENST00000457828	-0.27126625	0.197446796	0.738686389	84	81	2122.642857	1899.074074
ENST00000457836	-0.123327754	0.551875913	0.901898992	33	35	946.9393939	831.2571429
ENST00000457855	0.134373443	0.698709365	0.938510846	18	25	1246.833333	1359.08
ENST00000457866	0.023312583	0.96347126	0.993534467	24	22	1813.791667	1701.727273
ENST00000457880	-0.275975766	0.345097659	0.83027759	30	37	1322.766667	1078.162162
ENST00000457894	-0.26514864	0.031510756	0.460701035	55	81	1010.2	864.5061728
ENST00000457907	-0.278772375	0.212397303	0.751229616	7	13	1723.142857	1497.615385
ENST00000457928	-0.726741043	0.003255734	0.19742631	42	34	2172.02381	1442.176471
ENST00000457958	0.074159472	0.817628226	0.963724431	11	13	1244.363636	1380.923077
ENST00000458008	0.010238949	0.950877732	0.991622674	43	69	848.255814	864.8985507
ENST00000458031	-0.053363772	0.778529685	0.955442476	38	25	716	681.36
ENST00000458050	0.155024604	0.44018388	0.865914626	45	46	1251.577778	1366.608696
ENST00000458059	-0.325687949	0.386329913	0.846293547	17	13	1652.882353	1346.923077
ENST00000458126	-0.083209487	0.766589808	0.952154778	16	26	700.75	697.7307692
ENST00000458134	0.060190865	0.523260173	0.892711821	41	48	1171.756098	1208.708333
ENST00000458143	0.45901811	0.439534033	0.865914626	9	11	1351.555556	2009.909091
ENST00000458167	0.518504849	0.182597401	0.727419979	8	14	798.75	984.0714286
ENST00000458198	-0.189656067	0.128728008	0.678817128	438	379	1009.949772	920.3430079
ENST00000458205	-0.49288905	0.019366844	0.394568462	42	57	1723.190476	1363.473684
ENST00000458258	-0.41671596	0.213207729	0.75223135	49	59	1641.163265	1365.135593
ENST00000458270	0.08308658	0.880028346	0.976128257	6	20	1763.666667	2022.5
ENST00000458276	-0.116953264	0.4462181	0.867918037	223	233	1662.834081	1594.04721
ENST00000458350	-0.136780064	0.647988469	0.927571321	23	16	1147.521739	1099.6875
ENST00000458385	0.086509102	0.573612859	0.908139034	99	67	1644.616162	1885.761194
ENST00000458426	0.078992589	0.649660876	0.928145839	15	25	1061.533333	1123.04
ENST00000458464	-0.400332494	0.036687339	0.478555931	37	34	1309.513514	1037.323529
ENST00000458477	-0.490900214	0.041716328	0.496096742	38	37	1459.236842	990.2702703
ENST00000458537	0.033597333	0.795805682	0.958385093	111	176	1474.369369	1556.022727
ENST00000458549	-0.018829065	0.932068378	0.986471783	48	66	1946.583333	2053.954545
ENST00000458578	-0.143370866	0.251288965	0.780797527	79	111	1039.151899	972.3693694
ENST00000458587	-0.105016084	0.462891502	0.874176918	212	251	980.3349057	922.5059761
ENST00000458591	-0.102950985	0.377616931	0.84480188	156	189	1569.49359	1458.047619
ENST00000458640	-0.102991536	0.531468088	0.896115186	187	258	1376.144385	1297.422481
ENST00000458649	-0.481140665	0.276066998	0.798888792	27	18	2825.592593	2202.222222
ENST00000458659	-0.237878929	0.109773858	0.651858075	172	128	1399.965116	1237.125
ENST00000458689	-0.119334418	0.567244492	0.906150124	60	81	1267.016667	1087.493827
ENST00000458705	-0.688119788	0.198210287	0.738686389	8	15	2157.5	1267.466667
ENST00000459639	0.198795049	0.247200282	0.778047255	31	51	623.1612903	752.3137255
ENST00000460006	0.026013728	0.85525397	0.971555757	71	62	1596.774648	1573.467742
ENST00000460088	-0.354328756	0.012036024	0.336824978	10	23	469.4	367.5217391
ENST00000460403	-0.051150451	0.353301551	0.833863594	380	477	675.2342105	660.2327044
ENST00000460436	-0.128423018	0.592303222	0.91315396	18	33	652.7222222	590.3939394
ENST00000460469	-0.430524668	0.394363219	0.849642781	21	20	1987.952381	1708.85
ENST00000460593	-0.144055198	0.464509093	0.87460809	42	55	1171.095238	1114.745455
ENST00000460680	0.017539509	0.960677151	0.993204304	273	259	1622.542125	1781.602317
ENST00000460732	0.006871749	0.766769464	0.952154778	226	324	634.8185841	637.5308642
ENST00000460843	-0.107770229	0.672536685	0.931705974	121	96	1983.338843	1889.104167
ENST00000460851	-0.087201549	0.544380211	0.900243032	268	283	1658.813433	1627.219081
ENST00000460911	0.217244343	0.358690709	0.83507155	20	22	1661.9	1773.272727
ENST00000460922	-0.2494622	0.070424919	0.581053185	25	38	531.92	433.8421053
ENST00000460985	-0.070204516	0.691571576	0.937230924	6	12	307.8333333	295.5
ENST00000461166	-0.382381268	0.299411366	0.808754019	15	25	1668.933333	1517.4
ENST00000461263	-0.119477108	0.053026909	0.535209213	45	50	656.1777778	609.44
ENST00000461287	0.029853352	0.883748004	0.977004002	16	20	1059.625	1118.2
ENST00000461497	-0.103733095	0.412375463	0.856043908	103	119	1227.582524	1104.94958
ENST00000461554	0.212387453	0.525438381	0.893828755	20	22	1261.8	1407.5
ENST00000461735	0.201370578	0.496798631	0.885230262	117	116	1352.606838	1578.87069
ENST00000461804	-0.377612574	0.327198553	0.820617574	6	12	1385.833333	1217.75
ENST00000461988	-0.268079048	0.450169717	0.869294292	86	92	1570.27907	1338.130435
ENST00000462107	-0.101994821	0.706628442	0.939896007	16	28	1516.6875	1509.5
ENST00000462138	-0.159720726	0.146400732	0.698333941	7190	8260	1527.842976	1420.806659
ENST00000462330	-0.054199114	0.685095176	0.935616272	19	24	926.6842105	904.0416667
ENST00000462430	-0.151888958	0.322490468	0.818846252	16	34	435.25	398.4705882
ENST00000462637	-0.269146217	0.150840105	0.701407778	12	12	1087.666667	934.4166667
ENST00000462683	-0.15417222	0.160714336	0.70701436	146	147	1669.924658	1517.455782
ENST00000462691	0.058483359	0.612161028	0.918913214	25	18	1329.72	1395.611111
ENST00000462759	-0.098843472	0.345240561	0.830362311	134	113	2262.283582	2176.247788
ENST00000462775	-0.49887846	0.054589493	0.539408246	42	39	2397.238095	1839.333333
ENST00000462787	-1.19967973	0.242904601	0.773971335	7	13	1431.142857	814.0769231
ENST00000462790	0.14412215	0.147694897	0.698785003	41	56	897.1707317	952.9821429
ENST00000462940	-0.241273279	0.295475146	0.806699429	66	44	1143.651515	1038.5
ENST00000462990	-0.434701789	0.038277694	0.483675959	51	44	1279.941176	990.2954545
ENST00000463183	-0.309889854	0.191995856	0.734931242	15	16	1091.8	946.9375
ENST00000463280	-0.714114432	0.322253741	0.818846252	13	12	1377.769231	1131.583333
ENST00000463374	-0.015623635	0.941113795	0.988888367	43	42	1769.906977	1685.309524
ENST00000463376	-0.30099015	0.137623512	0.688838983	111	93	1580.27027	1369.623656
ENST00000463381	0.193938703	0.442141111	0.866363984	30	19	840.7333333	880.2631579
ENST00000463407	-0.620343568	0.302547795	0.810931642	13	12	1971.923077	1472.75
ENST00000463598	-0.194753615	0.511944246	0.890222967	9	17	818.1111111	734.9411765
ENST00000463745	-0.17483577	0.74370425	0.947735969	23	22	1485.217391	1394.772727
ENST00000463836	-0.008084169	0.938097546	0.988188291	52	71	542.4615385	546.5774648
ENST00000463855	-0.33420157	0.17530622	0.721086541	33	38	1362.121212	1199.947368
ENST00000464010	-0.092072645	0.147620572	0.698785003	51	59	691.1764706	662.5084746
ENST00000464035	-0.288842639	0.093396409	0.625131354	24	18	1403.083333	1248.277778
ENST00000464139	0.272653465	0.512568496	0.890234718	11	14	1684.181818	1902.214286
ENST00000464167	-0.027386495	0.000759136	0.104545458	4610	6084	524.5911063	516.1452991
ENST00000464171	-0.15731903	0.32856091	0.821580915	57	45	928.4385965	921.2222222
ENST00000464233	-0.171067979	0.490685556	0.882982884	65	60	2346.646154	2273.7
ENST00000464265	0.086806201	0.327385676	0.820617574	21	23	776.6190476	813.2608696
ENST00000464275	0.02231683	0.732056421	0.945051881	12	17	914.75	930.8235294
ENST00000464356	-0.395416399	0.388402098	0.847370156	49	31	1603.244898	1301
ENST00000464456	0.161676147	0.791522296	0.957625748	14	12	2362.071429	2748.166667
ENST00000464506	0.021982489	0.815971101	0.963606469	180	175	1117.916667	1099.794286
ENST00000464553	-0.295619965	0.063017763	0.56431816	43	69	670.1162791	523.884058
ENST00000464650	-0.142133821	0.368817624	0.841382944	25	35	709.96	663.0285714
ENST00000464664	0.01480624	0.773064974	0.953717409	106	136	833.9528302	844.2794118
ENST00000464747	-0.321957658	0.162425016	0.709392388	65	73	1423.569231	1147.794521
ENST00000464845	-0.058253655	0.049207882	0.523069529	353	349	925.1076487	893.8366762
ENST00000464847	-0.030825351	0.940302801	0.988804742	13	19	1924.153846	1745.684211
ENST00000464848	-0.228928916	0.44569588	0.867674221	40	32	2119.025	1947.1875
ENST00000464889	-0.057717208	0.461735641	0.874176918	282	304	1373.691489	1321.230263
ENST00000464942	0.105924171	0.623382125	0.921595521	19	24	1087.105263	1126.291667
ENST00000464962	-0.278549738	0.264798109	0.791761938	100	116	1451.05	1251.448276
ENST00000465056	-0.359013695	0.432665586	0.863220851	7	16	1212.857143	1100.8125
ENST00000465139	-0.126603203	0.001873462	0.151596928	783	798	992.0217114	918.9273183
ENST00000465150	-0.141193658	0.008795001	0.297792916	114	148	875	806.3783784
ENST00000465160	-0.104436666	0.811357628	0.962128858	28	13	1238.071429	1354.846154
ENST00000465259	-0.144287914	0.511631557	0.890222967	52	59	1937.980769	1984.932203
ENST00000465271	-0.05676301	0.063570161	0.566910807	464	461	745.9030172	707.6203905
ENST00000465289	-0.504240622	0.092144463	0.62370863	12	19	1778.666667	1398.684211
ENST00000465506	-0.365308484	0.248387165	0.778560467	6	12	826.5	623.0833333
ENST00000465518	-0.147182726	0.369193917	0.841461664	7	11	801.2857143	735.4545455
ENST00000465588	0.086043881	0.658525022	0.929079009	10	15	630.6	638.0666667
ENST00000465645	-0.491203016	0.090202628	0.621936857	39	46	1444.512821	1142.5
ENST00000465783	-0.004054078	0.975188956	0.994479992	24	23	565.7916667	579.4782609
ENST00000465784	0.0474027	0.88339958	0.976933591	69	58	2130.318841	2228.982759
ENST00000465804	-0.565356865	0.035695784	0.475696951	120	81	2063.141667	1549.333333
ENST00000465828	0.104837189	0.374891736	0.843447516	39	43	1244.615385	1257.953488
ENST00000465829	0.458112886	0.356646443	0.834727824	11	11	1094.090909	1368.636364
ENST00000465878	-0.064123444	0.708452717	0.940213018	109	102	1534.678899	1507.333333
ENST00000465950	-0.60052873	0.184190529	0.728144868	24	28	1619.75	1116.357143
ENST00000465995	-0.032876898	0.860509996	0.972009872	25	33	970.24	893.2121212
ENST00000466072	-0.188698492	0.23317744	0.766725191	59	57	1729.033898	1623.578947
ENST00000466397	-0.083724198	0.031288582	0.4604116	737	1181	571.0664858	540.8374259
ENST00000466444	-0.105902474	0.053821563	0.536551749	172	207	1041.604651	971.1932367
ENST00000466490	-0.178977076	0.076282959	0.593282313	490	475	1341.8	1202.098947
ENST00000466499	-0.08023913	0.612214535	0.918913214	107	146	825.3738318	783.7054795
ENST00000466681	0.027926562	0.411195815	0.855218284	413	418	772.559322	793.9904306
ENST00000466734	0.238893109	0.468650539	0.87460809	9	13	1446.777778	1676.230769
ENST00000466830	-0.071611805	0.038138489	0.483675959	264	287	703.6628788	668.7456446
ENST00000467003	-0.798630243	0.126544084	0.674923859	7	14	1890.857143	1138.857143
ENST00000467011	0.042700756	0.913284704	0.983608691	11	13	1445.727273	1575.846154
ENST00000467072	-0.177101576	0.462317499	0.874176918	16	25	1615.875	1452.84
ENST00000467076	-0.113089875	0.608732833	0.91735078	34	50	1123.911765	1061.34
ENST00000467087	-0.201622083	0.664431532	0.929600528	12	11	1524	1376.909091
ENST00000467604	-0.13847877	0.628985048	0.922118671	25	15	1103.44	1192.4
ENST00000467728	0.128844632	0.60425124	0.916393809	17	23	1080.176471	1204.043478
ENST00000467789	-0.092887698	0.347233468	0.830867977	124	160	816.2096774	763.05
ENST00000467905	-0.170299816	0.544064127	0.900001503	10	11	671.4	635.1818182
ENST00000467908	-0.314790456	0.332703807	0.823209859	155	132	1265.180645	1129.174242
ENST00000467963	0.059828173	0.837998439	0.967726881	37	44	2164.081081	2359.75
ENST00000468024	-0.039436608	0.791924507	0.957806009	87	94	596.6321839	576.5638298
ENST00000468084	0.002291839	0.981118382	0.995774436	67	101	848.4328358	853.7920792
ENST00000468090	-0.346964379	0.28430333	0.802692667	140	132	1534.714286	1145.25
ENST00000468148	-0.263780493	0.157851866	0.705062365	61	40	2142.213115	1973.425
ENST00000468275	-0.091927366	0.702059112	0.939120646	11	21	1157.909091	1111.380952
ENST00000468317	-0.698566628	0.021393825	0.411464279	15	20	975.6666667	731.45
ENST00000468410	-0.259260667	0.238626981	0.770673791	27	29	2367.518519	2011.551724
ENST00000468582	-0.081418166	0.319368127	0.816966344	63	95	594.6666667	574.8421053
ENST00000468694	-0.168337907	0.208438147	0.747740854	96	103	1604.291667	1470.640777
ENST00000468695	-0.326023068	7.47E-05	0.033858813	116	172	831.6551724	643.9360465
ENST00000468747	-0.393685546	0.285488862	0.803480884	31	33	1682.16129	1422.272727
ENST00000468777	-0.154393675	0.519511358	0.891244261	44	26	1601.136364	1417.5
ENST00000468812	-0.07390916	0.002991759	0.188574762	6375	8847	799.8227451	765.2996496
ENST00000468888	-0.449879455	0.197207269	0.738177372	21	19	1933.47619	1259.157895
ENST00000469044	0.052116494	0.866111917	0.973622057	18	16	2577.222222	2905.9375
ENST00000469144	-0.119473998	0.119858283	0.665713404	88	97	653.25	616
ENST00000469217	-0.178587414	0.382043464	0.846238291	61	49	1629.229508	1441.040816
ENST00000469257	-0.057413406	0.246151334	0.776976522	3174	3172	902.0223693	866.4221311
ENST00000469379	-0.067813924	0.719957367	0.94264461	36	25	887.75	880.68
ENST00000469404	-0.48501014	0.068302236	0.575954533	30	24	1593.066667	1137.583333
ENST00000469408	-0.28802488	0.404960217	0.853128076	15	21	1750.8	1468.904762
ENST00000469520	-0.103617436	0.657042495	0.929059756	30	24	1058.466667	1034.166667
ENST00000469584	-0.212511869	0.133908425	0.68434346	37	41	638.5945946	555.5609756
ENST00000469754	-0.011496157	0.888657117	0.978042532	93	99	1018.376344	1034.232323
ENST00000469762	-0.238319025	0.652071352	0.928796921	6	21	1594	1561.666667
ENST00000469796	-0.099759722	0.58103124	0.909979312	79	59	2044.962025	2061.881356
ENST00000469902	0.055664605	0.898720487	0.980083312	20	17	1415.4	1541.294118
ENST00000469941	-0.165499351	0.329259842	0.821751963	135	167	1066.451852	956.5808383
ENST00000469968	-0.391780228	0.353816588	0.833863594	10	11	1270.7	1064.909091
ENST00000470056	-0.146689274	0.589670013	0.911965093	62	39	1320.983871	1223.769231
ENST00000470161	-0.08654762	0.778509253	0.955442476	16	17	1210.25	1220.764706
ENST00000470347	0.424858371	0.085588531	0.612173971	8	27	669.75	819.1851852
ENST00000470411	-0.18638863	0.724983731	0.94464879	9	11	1891.888889	1646.818182
ENST00000470487	-0.048495657	0.712172486	0.940720141	198	155	936.5858586	953.1677419
ENST00000470503	-0.203799719	0.028916756	0.445869231	51	52	1048.098039	928.9423077
ENST00000470540	-0.429477872	0.188010308	0.732230491	34	18	1628.470588	1305.111111
ENST00000470701	-0.094735339	0.024513128	0.426049617	100	138	584.79	554.7173913
ENST00000470744	-0.140439098	0.509592492	0.889399052	81	94	991.3703704	957.7021277
ENST00000470753	0.342396163	0.376250865	0.844243894	8	14	290.875	377.6428571
ENST00000470914	-0.376066117	0.061788069	0.560170496	31	39	770.6451613	650.4615385
ENST00000470924	-0.026543594	0.833057701	0.966420082	27	39	463.7407407	463.7692308
ENST00000471115	0.057118111	0.719555052	0.942462481	106	116	1105.660377	1085.922414
ENST00000471136	-0.254518117	0.284229738	0.802692667	13	13	482.3846154	419.2307692
ENST00000471182	-0.22554156	0.624228372	0.921792732	20	15	2023.7	1833.066667
ENST00000471229	-0.488926237	0.074802797	0.588810969	21	19	1247.047619	924.1578947
ENST00000471231	0.007919055	0.971887143	0.99409774	27	23	1011.777778	1109.304348
ENST00000471387	-0.070368922	0.358221863	0.83507155	28	58	524.8571429	503.9310345
ENST00000471389	-0.008786864	0.980275769	0.995613091	54	62	2040.055556	2152.677419
ENST00000471595	-0.230411638	0.702733025	0.939120646	6	13	925	773.6923077
ENST00000471642	-0.096682779	0.725774764	0.944698731	16	16	897.0625	877.25
ENST00000471652	0.168796604	0.522436623	0.892690035	44	32	1611.590909	1837.59375
ENST00000471660	-0.114765323	0.643613594	0.926782376	47	60	1174.978723	1099.733333
ENST00000471696	-0.180445078	0.000236844	0.057011629	329	289	1389.097264	1269.422145
ENST00000471770	-0.070503737	0.55726685	0.90262883	74	89	952.9864865	886.8876404
ENST00000471841	-0.206725484	0.242025152	0.773578494	116	106	1849.37931	1707.613208
ENST00000471855	-0.101714681	0.129814489	0.680087158	106	207	444.4150943	414.0724638
ENST00000471876	-0.376475181	0.199966332	0.740398269	17	21	892.2352941	679.7142857
ENST00000472118	-0.33577871	0.273097377	0.797217407	23	21	1478.695652	1343.761905
ENST00000472174	-0.037587362	0.031065207	0.45940261	1070	1118	1019.836449	1000.134168
ENST00000472441	-0.242004511	0.027606302	0.43737972	43	69	694.3255814	567.115942
ENST00000472484	0.133253144	0.307850058	0.812303326	136	133	784.0294118	849.2932331
ENST00000472487	-0.275466398	0.567160953	0.906150124	16	16	2547.375	1850.875
ENST00000472571	-0.153011959	0.371539121	0.842689216	18	15	614.2222222	570.4
ENST00000472628	-0.056985687	0.087177742	0.614508562	329	523	449.343465	433.248566
ENST00000472647	-0.081948899	0.731498422	0.944884259	30	32	852.7666667	825.03125
ENST00000472695	-0.424771652	0.037293173	0.481458485	20	25	549.8	422.2
ENST00000472745	0.10184844	0.43495142	0.864560643	65	80	667.2461538	687.5875
ENST00000472765	-0.581010064	0.0727207	0.585959055	21	35	1137.761905	743.5142857
ENST00000472944	-0.154696426	0.238710773	0.770673791	81	82	998.0864198	926.7560976
ENST00000473312	0.02263884	0.875107887	0.975288007	18	26	2049.222222	2080.038462
ENST00000473389	-0.096130257	0.260009619	0.787741172	18	41	722.2777778	679.3414634
ENST00000473414	-0.074900125	0.626587026	0.921929335	161	164	1429.254658	1292.615854
ENST00000473459	-0.030749204	0.829835852	0.965690344	27	43	582.8148148	565.744186
ENST00000473578	-0.039153122	0.31609253	0.815333435	260	324	612.2538462	597.7592593
ENST00000473598	-0.685808702	0.291111472	0.805520024	14	11	1311.428571	852.8181818
ENST00000473645	-0.048950211	0.355685603	0.834715624	139	114	1249.503597	1231.070175
ENST00000473706	-0.372811257	0.110428896	0.651858075	27	35	1719.888889	1438.371429
ENST00000473731	-0.12084829	0.720531058	0.942998427	28	23	1446.5	1506.695652
ENST00000473835	-0.134320685	0.541950966	0.899507032	189	206	2030.42328	1893.300971
ENST00000473940	0.048749825	0.875714318	0.975418464	9	13	926	905.3846154
ENST00000473942	-0.004855803	0.98219712	0.995951006	53	73	946.2830189	941.8630137
ENST00000473970	0.004677517	0.985482087	0.996221978	15	19	1040.4	1063.684211
ENST00000473989	0.584468532	0.299696052	0.808754019	16	15	1156.5	1868
ENST00000473997	-0.10359375	0.62865941	0.922118671	19	28	1078.157895	1021.464286
ENST00000474012	0.049272464	0.866793127	0.973622057	9	14	1208.222222	1374.857143
ENST00000474024	-0.129386059	0.034519102	0.470516568	1408	1560	1205.977273	1126.325
ENST00000474120	-0.173353373	0.466963657	0.87460809	22	49	597.2727273	501.4285714
ENST00000474141	-0.108931579	0.419321786	0.857826998	9	11	473	444
ENST00000474246	-0.10981946	0.80465791	0.960704054	8	18	1444.5	1332.555556
ENST00000474267	-0.360400085	0.039223526	0.484710052	344	314	2067.802326	1779.363057
ENST00000474289	0.008647653	0.976127362	0.994669997	21	27	975.8095238	1028.111111
ENST00000474295	0.184229952	0.665481788	0.929651432	27	40	994.5185185	1008.875
ENST00000474393	-0.375527239	0.333230882	0.823617603	20	28	1709.7	1300.642857
ENST00000474524	-0.079607672	0.752851172	0.948933725	26	32	590.0384615	590.09375
ENST00000474627	0.047124222	0.649994466	0.928146806	54	85	1102.425926	1103.011765
ENST00000474629	0.002434672	0.995512133	0.998649801	16	20	2138.375	1884.2
ENST00000474759	-0.138320545	0.548997033	0.901534714	22	26	1658.772727	1557.653846
ENST00000474765	0.101092481	0.479669697	0.879650351	36	53	815.6111111	872.5660377
ENST00000474844	-0.232274958	0.100653057	0.636683243	31	41	1950.483871	1542.97561
ENST00000474861	-0.260416565	0.085814786	0.612397705	33	56	710.2121212	565.8035714
ENST00000474879	0.049586241	0.79045139	0.957449972	161	207	1580.242236	1660.700483
ENST00000474973	-0.038178664	0.038309446	0.483675959	5504	7433	588.290516	575.4613211
ENST00000475243	-0.189793031	0.192141481	0.734931242	212	217	1859.985849	1722.976959
ENST00000475248	0.028142296	0.930776409	0.986247462	7	22	529.7142857	556.9545455
ENST00000475269	-0.047372052	0.519462726	0.891244261	116	104	983.1637931	965.1153846
ENST00000475377	-0.410594533	0.168552336	0.713826776	19	12	2031.894737	1470.916667
ENST00000475551	0.041358137	0.902021016	0.980772459	19	17	1027.684211	1071.235294
ENST00000475699	-0.311015139	0.559332982	0.90262883	14	12	1522.642857	1145.666667
ENST00000475700	-0.159989197	0.467715063	0.87460809	29	20	1147.068966	1060.25
ENST00000475892	-0.212989805	0.288187479	0.8047324	27	23	2063.296296	1887.782609
ENST00000475894	-0.320046436	0.327258334	0.820617574	38	39	1695.131579	1435.333333
ENST00000475937	0.902514556	0.303670204	0.811265186	8	11	838.125	1219
ENST00000476071	-0.006927027	0.969381793	0.993817095	28	35	1036.357143	1031.8
ENST00000476077	-0.044755041	0.839331375	0.967876732	13	13	879.1538462	831.6923077
ENST00000476139	-0.115888816	0.549739085	0.901534714	37	41	1140	1056.243902
ENST00000476217	-0.02401814	0.790890484	0.957542538	146	185	774.8082192	751.7351351
ENST00000476228	-0.314566971	0.01484251	0.356307571	71	95	960.6901408	785.7263158
ENST00000476258	-0.052278994	0.656983758	0.929059756	89	116	744.3146067	720.0086207
ENST00000476279	-0.879892149	0.283909553	0.802646157	10	12	2545.6	1951.25
ENST00000476287	-0.1560923	0.554347868	0.902581048	33	31	2155.242424	1853.967742
ENST00000476320	-0.084603388	0.335084848	0.824401399	22	22	867.3181818	836.5909091
ENST00000476351	0.095597591	0.689624977	0.936519388	16	18	778.5	838.8333333
ENST00000476371	-0.085029398	0.15449247	0.703162612	288	333	767.0347222	727.3993994
ENST00000476470	-0.092188972	0.869678041	0.974018175	6	11	619.8333333	466.7272727
ENST00000476781	-0.024099499	0.467316997	0.87460809	398	450	892.321608	881.5133333
ENST00000476832	-0.012858224	0.91796818	0.984048422	97	111	1635.216495	1606.954955
ENST00000476907	0.209650368	0.298058207	0.808754019	39	52	1213.564103	1407.884615
ENST00000476977	0.468844075	0.249059697	0.77910143	16	16	1776.6875	2224.6875
ENST00000477084	-0.126517685	0.416581154	0.857116393	24	37	974.8333333	918.4054054
ENST00000477092	-0.246784407	0.351626082	0.833410513	23	24	1396.608696	1161.791667
ENST00000477116	-0.164090306	0.201231339	0.741932884	14	20	843.3571429	782.45
ENST00000477265	-0.782838755	0.030909612	0.458499628	9	14	2056.555556	957.9285714
ENST00000477279	0.194669429	0.384635053	0.846238291	16	21	523.1875	579.047619
ENST00000477374	-0.576585116	0.458570812	0.873311641	13	13	1065.461538	988.9230769
ENST00000477478	-0.089648753	0.738798232	0.946969544	10	12	714.8	687.75
ENST00000477522	-0.330321907	0.435776153	0.865119406	12	21	1843	1455.333333
ENST00000477565	0.021797279	0.824353149	0.965274122	66	71	923.5909091	915.7323944
ENST00000477593	-0.354767584	0.361922335	0.836143066	18	26	2397.555556	1813.5
ENST00000477703	-0.003208248	0.897129924	0.979517623	243	292	411.6337449	416.5650685
ENST00000477847	-0.077887888	0.370715913	0.842121914	31	41	688.0322581	636.8780488
ENST00000477853	0.057030468	0.756059945	0.949784584	128	128	2076.804688	2131.914063
ENST00000477892	0.022523745	0.37295542	0.842760601	355	429	720.4535211	720.7808858
ENST00000477909	-0.41285314	0.396898988	0.850387802	13	15	2261.692308	1562.133333
ENST00000478048	-0.056885133	0.067378184	0.572356751	267	329	679.7677903	663.8267477
ENST00000478253	-0.197274111	0.355246892	0.834628971	36	28	1859.722222	1724.25
ENST00000478260	-0.11897596	0.700110805	0.938842813	15	13	959.0666667	915.8461538
ENST00000478464	0.254782258	0.381191492	0.846238291	12	18	1172.75	1450.888889
ENST00000478654	-0.587096052	0.006370726	0.262574762	17	21	902	617.9047619
ENST00000478691	-0.288767163	0.013103836	0.345634783	271	209	1466.450185	1214.909091
ENST00000478722	-0.311220525	0.146754939	0.69842087	42	54	2003.428571	1771.888889
ENST00000478730	-0.458497077	0.168945138	0.714404822	29	19	1746.551724	1431.736842
ENST00000478753	-0.002043883	0.982614675	0.996107066	228	217	1570.394737	1591.834101
ENST00000478935	-0.092951764	0.447612649	0.868101851	30	38	715.9666667	658.4473684
ENST00000478968	-0.085345148	0.668145012	0.929675265	47	64	1514.851064	1461.265625
ENST00000479013	0.004015205	0.988303224	0.996387827	91	74	1686.758242	1640.648649
ENST00000479017	-0.070301329	0.335016596	0.824401399	87	162	542.4942529	525.962963
ENST00000479035	-0.022641657	0.036936714	0.480338032	8331	9749	558.8655624	550.811673
ENST00000479054	-0.064307575	0.847498088	0.969357241	20	27	1567.25	1707.333333
ENST00000479111	-0.152621757	0.484759688	0.881589135	25	13	840.92	767.7692308
