name	log2FC	pvalue	qvalue	n.control	n.alt	mean_length.control	mean_length.alt
ENST00000000233	-0.126729757	0.015153725	0.360231076	719	760	992.7621697	934.6828947
ENST00000000412	-0.085880803	0.406196058	0.853417737	370	321	1908.351351	1825.953271
ENST00000000442	-0.20885037	0.318148743	0.816615262	70	89	1918.4	1762.606742
ENST00000001008	-0.050032672	0.843910452	0.968331646	1540	1719	1309.666234	1340.666667
ENST00000002125	0.18243111	0.351936147	0.833410513	41	47	1444.560976	1587.404255
ENST00000002165	-0.099057367	0.395637834	0.850006061	542	590	1450.774908	1349.622034
ENST00000002501	-0.210144115	0.126079733	0.674245021	32	32	1844.3125	1667.84375
ENST00000002829	-0.120616667	0.742785137	0.947606584	178	156	1928.11236	1963.839744
ENST00000003100	-0.199673887	0.089909366	0.62097791	385	402	1634.062338	1419.124378
ENST00000003302	-0.272091656	0.517976847	0.890878254	32	41	1727.8125	1723.219512
ENST00000003912	-0.135848709	0.643580814	0.926782376	53	49	1920.358491	1712.857143
ENST00000005178	-0.270706761	0.140078775	0.690187194	228	245	1861.79386	1583.506122
ENST00000005257	-0.083292638	0.586135623	0.910874941	308	295	1425.61039	1381.616949
ENST00000005259	-0.156789482	0.347244394	0.830867977	63	57	1742.190476	1533.035088
ENST00000005260	-0.331761456	0.069007471	0.577737767	82	103	1761.02439	1417.145631
ENST00000005286	0.008324515	0.975978857	0.994669997	207	260	1364.024155	1415.738462
ENST00000005340	0.006693784	0.968915289	0.993817095	179	181	1408.703911	1523.18232
ENST00000005386	-0.224393177	0.03510054	0.472327655	129	130	1759.015504	1611.792308
ENST00000005995	-0.071090347	0.223906613	0.761035785	609	717	1098.361248	1044.709902
ENST00000006015	-0.485819524	0.000856559	0.11139318	68	84	1706.073529	1241.904762
ENST00000006658	0.016829844	0.959625475	0.992903817	43	57	1770.767442	1942.45614
ENST00000006777	-0.237794272	0.14019689	0.690379904	39	50	1277.051282	1128.62
ENST00000007264	0.00822155	0.954150489	0.992463435	174	192	1565.643678	1587.901042
ENST00000007390	-0.03271665	0.546548722	0.900645502	598	536	1047.411371	1035.285448
ENST00000007414	0.025270945	0.94296647	0.989613938	17	23	1917.529412	1980.869565
ENST00000007516	-0.055630401	0.026866687	0.432940247	880	1061	706.5647727	684.4505184
ENST00000008180	-0.206242016	0.211589487	0.75066411	11	15	769.1818182	687.4
ENST00000008527	-0.16544689	0.394793654	0.849642781	68	50	1716.455882	1535.98
ENST00000009041	-0.085114835	0.277994035	0.79975872	196	192	1284.484694	1227.338542
ENST00000009180	-0.057002376	0.809912529	0.961877898	27	29	855.2592593	793.7241379
ENST00000009589	-0.0400425	0.052982129	0.535209213	1529	2112	568.8907783	555.0440341
ENST00000010132	-0.070343572	0.501505913	0.887732309	28	31	836.1785714	814.8064516
ENST00000010404	-0.253512793	1.58E-05	0.014555042	174	209	801.362069	672.5885167
ENST00000011473	-0.255942764	0.066326741	0.571279904	76	79	1323.789474	1154.518987
ENST00000011619	-0.350706358	0.010456849	0.319221003	139	133	1828.402878	1489.691729
ENST00000011691	-0.135276274	0.007311977	0.277910976	117	121	740.7264957	685.6446281
ENST00000011898	0.192344556	0.615349406	0.919827203	16	11	1382.25	1437.272727
ENST00000012049	-0.010549246	0.959027442	0.992869319	46	54	1147.608696	1150.555556
ENST00000012443	-0.086176445	0.403872973	0.85282319	246	237	1652.243902	1604.383966
ENST00000013070	0.047476625	0.817036295	0.963724431	126	127	1913.230159	2043.543307
ENST00000013125	-0.179993324	0.225094936	0.76211995	118	125	1982.262712	1854.424
ENST00000013807	-0.065251954	0.626059475	0.921929335	80	78	1121.8875	1070.897436
ENST00000014914	-0.187958543	0.17547287	0.721113246	404	336	1679.759901	1579.428571
ENST00000014930	-0.010580922	0.81083385	0.962128858	240	299	1036.75	1037.304348
ENST00000016171	-0.133939342	0.502763733	0.887968856	72	73	1798.694444	1812.315068
ENST00000017003	0.153745449	0.519280088	0.891244261	46	33	917.7391304	1059.212121
ENST00000019019	-0.206197294	0.100230348	0.636277515	146	171	1573.082192	1434.783626
ENST00000019317	0.160662149	0.514555466	0.890350825	84	71	1525.27381	1686.816901
ENST00000020945	0.084913752	0.664837366	0.929623467	63	55	1382.761905	1463.781818
ENST00000022615	-0.063237974	0.244249852	0.77501408	677	726	1226.553914	1182.162534
ENST00000023939	-0.057715178	0.570394515	0.906860553	314	312	1373.726115	1300.455128
ENST00000025008	-0.041284161	0.882581832	0.976852918	65	86	1580.615385	1675.755814
ENST00000025301	-0.338797185	0.155833162	0.704006186	62	51	2203	1757.901961
ENST00000029410	-0.170054169	0.070171176	0.580940267	115	97	1366.478261	1266.525773
ENST00000031146	-0.166573305	0.208050147	0.747514544	97	93	2349.57732	2055.623656
ENST00000033079	-0.197978039	0.307731288	0.81219023	62	68	1890.548387	1831.5
ENST00000035307	0.099105439	0.570913087	0.907133647	130	80	1806.815385	1943.875
ENST00000037243	-0.070432828	0.035960419	0.476010264	427	394	965.442623	929.2969543
ENST00000037869	-0.16416892	0.07361565	0.5872237	282	271	1382.046099	1262.557196
ENST00000038176	-0.304594204	0.059041111	0.552084508	86	85	1822.5	1529.294118
ENST00000039989	-0.248401531	0.196557638	0.737527428	67	67	1990.283582	1818.985075
ENST00000040738	-0.355622274	0.306854101	0.811571891	80	70	1889.1875	1706.642857
ENST00000040877	-0.288732164	0.122300425	0.669727495	77	73	2246.454545	1963.369863
ENST00000042381	-0.195287471	0.687943411	0.936245432	20	17	1669.8	1588.117647
ENST00000043402	0.074950371	0.773319558	0.953717409	34	21	1436.735294	1496.809524
ENST00000044462	-0.058980873	0.058147042	0.551132427	995	1001	1120.273367	1083.198801
ENST00000046640	0.014999455	0.92441063	0.985297969	53	47	1977.09434	2016.361702
ENST00000052569	-0.190144152	0.309746631	0.813038783	87	85	2355.425287	2129.552941
ENST00000053468	-0.2336596	0.000100342	0.039373908	269	287	1323.394052	1145.02439
ENST00000053867	-0.162205933	0.165643648	0.710804368	403	455	1669.372208	1571.103297
ENST00000054650	-0.075386449	0.637590966	0.925506806	48	52	1230.625	1177.25
ENST00000054666	-0.11882916	0.066156093	0.570795566	300	298	1539.143333	1465.959732
ENST00000054950	-0.237874951	0.00131486	0.129883009	764	786	1597.459424	1410.449109
ENST00000055077	-0.086572865	0.232175525	0.766290049	362	389	1440.740331	1380.316195
ENST00000055335	-0.13459363	0.808823446	0.961740105	10	11	1979.1	1960
ENST00000056217	-0.414416591	0.384659944	0.846238291	16	20	2418	1788.05
ENST00000056233	-0.189409839	0.709384898	0.940559457	10	13	1921.3	2172.076923
ENST00000060969	-0.038743033	0.886295068	0.977556172	32	41	669.1875	625.9756098
ENST00000061240	-0.13222572	0.533858043	0.897018046	53	57	2063.603774	1706.596491
ENST00000064778	-0.068317596	0.837804308	0.967682872	69	57	1936.942029	2191.210526
ENST00000064780	0.030800812	0.925300585	0.985507911	23	34	1710.913043	1790.088235
ENST00000066544	-0.161357805	0.493832023	0.884500612	201	231	1613.084577	1521.380952
ENST00000072644	-0.314738608	0.014612686	0.354394469	77	79	1513.077922	1312.037975
ENST00000072869	-0.052028265	0.799700254	0.959597584	51	57	1642.843137	1641.122807
ENST00000074304	0.160057812	0.774231727	0.954050926	21	18	2371.52381	2628.666667
ENST00000075430	-0.341816241	0.086038525	0.612397705	15	12	956.2	778.6666667
ENST00000078429	-0.185947851	0.604763988	0.916393809	142	152	1746.711268	1744.197368
ENST00000078527	-0.099432679	0.668525635	0.929675265	27	26	1523.555556	1498.884615
ENST00000080059	-0.004778789	0.990400014	0.997249872	61	62	1749.016393	2174.516129
ENST00000081029	-0.059841088	0.61662888	0.920174727	390	368	1420.505128	1364.554348
ENST00000083182	-0.214574536	0.373650521	0.843009747	82	116	1833.45122	1672.017241
ENST00000084798	-0.079630723	0.749135313	0.94880475	29	33	1036.655172	1072.181818
ENST00000085068	-0.08546954	0.113707837	0.656343218	151	152	1019.006623	976.3684211
ENST00000085079	0.022088647	0.848085463	0.969605486	111	144	879.3423423	888.0416667
ENST00000155674	-0.227833635	0.184638098	0.7287074	51	55	1081.921569	959.5090909
ENST00000156084	0.094216815	0.757052934	0.950047371	111	96	1672.630631	1813.708333
ENST00000156109	-0.274051975	0.003485717	0.200521533	139	146	1400.618705	1213.69863
ENST00000156471	-0.292612583	0.091463738	0.623359216	122	109	2409.672131	2018.87156
ENST00000156825	-0.142655621	0.453277297	0.870300882	157	140	1586.656051	1507.785714
ENST00000157812	-0.076146672	0.297400104	0.808256734	455	491	1326.43956	1274.847251
ENST00000158771	-0.150609957	0.055910012	0.545040449	208	267	1104.774038	1027.756554
ENST00000159087	0.014143927	0.967724897	0.993740755	19	19	1000.473684	986.4210526
ENST00000159111	0.234684001	0.53797878	0.898237848	14	25	1178.714286	1293.28
ENST00000160262	-0.107182123	0.384308864	0.846238291	45	48	949.3555556	854.5833333
ENST00000160373	0.173510074	0.659344565	0.929079009	20	12	1436.25	1576.083333
ENST00000160740	0.415480305	0.149671928	0.700776684	35	44	1187.914286	1940.772727
ENST00000160827	-0.142210398	0.109098607	0.651340059	189	274	1253.62963	1129.711679
ENST00000161863	-0.29446504	0.321029197	0.817791869	93	85	2192.709677	1861.470588
ENST00000162044	-0.006543852	0.953190743	0.99216996	136	178	1482.235294	1477.58427
ENST00000162330	-0.276249844	0.441018248	0.865914626	74	67	1675.689189	1437.164179
ENST00000162391	-0.428085306	0.080470237	0.601061264	47	32	1732.106383	1398.40625
ENST00000162749	-0.118726712	0.162406696	0.709392388	520	460	1529.613462	1443.123913
ENST00000163416	-0.201450082	0.315396946	0.815126622	77	77	1852.779221	1689.844156
ENST00000164024	-0.458901187	0.066416183	0.571279904	48	34	2266.479167	1602.264706
ENST00000164133	-0.516125211	0.2179198	0.756129158	25	30	1769.84	1443.233333
ENST00000164227	-0.208117313	0.128380532	0.678356241	229	231	1381.449782	1276.779221
ENST00000164305	-0.157816584	0.230519897	0.765415839	47	55	1576.617021	1469.818182
ENST00000165698	-0.953669913	0.056838008	0.546628196	16	15	1690.4375	975.7333333
ENST00000166139	-0.018423713	0.877188597	0.975552302	523	483	1431.623327	1443.086957
ENST00000166345	-0.194579476	0.114748397	0.657492569	915	799	1648.868852	1510.769712
ENST00000166534	-0.033048733	0.941634295	0.989113106	26	34	1600.346154	1386.058824
ENST00000167462	-0.453451327	0.497625421	0.88537144	6	12	2621.666667	2117.5
ENST00000168216	-0.094085703	0.066396494	0.571279904	842	1013	951.0344418	907.7354393
ENST00000169551	-0.062887053	0.474270304	0.876756572	190	210	1198.736842	1152.880952
ENST00000170168	-0.040446145	0.875289282	0.975309906	40	37	1714.725	1639.837838
ENST00000170447	-0.339105447	0.002711664	0.181514522	164	129	1825.573171	1553.054264
ENST00000170564	-0.454963562	0.058426497	0.551246778	30	46	1907.666667	1511.913043
ENST00000171111	-0.235076879	0.151152444	0.701407778	80	69	1700.325	1522.971014
ENST00000171887	-0.389160931	0.358599292	0.83507155	20	11	1700.6	1144.909091
ENST00000173527	-0.149364001	0.454249306	0.870747873	163	165	1494.834356	1321.824242
ENST00000174618	0.115500896	0.568596187	0.906315221	79	55	1422.316456	1581.690909
ENST00000174653	-1.04679122	0.022234065	0.416305777	14	17	1802.642857	1130.470588
ENST00000175091	-0.177880211	0.001158412	0.124747042	734	773	1203.809264	1099.084088
ENST00000175506	-0.175971824	0.184068964	0.727901485	131	150	1745.419847	1571.56
ENST00000175756	-0.516196322	0.023519137	0.422429712	77	92	1720.792208	1330.304348
ENST00000176643	0.082507881	0.733905017	0.945818564	104	92	1787.307692	1864.445652
ENST00000176763	0.10156395	0.810998535	0.962128858	34	43	1633.529412	1743.302326
ENST00000177742	-0.054852244	0.207125503	0.746584879	852	913	963.2652582	936.8521358
ENST00000178638	-0.207751964	0.323170656	0.819511566	146	126	1998.986301	1736.714286
ENST00000178640	-0.081282848	0.641130391	0.926364693	45	41	1802.555556	1712.609756
ENST00000179259	-0.030024132	0.66311681	0.929344559	112	116	1345.392857	1308.362069
ENST00000181796	0.013154228	0.951776612	0.991657551	77	70	1534.142857	1539.385714
ENST00000181839	-0.099442557	0.806367952	0.961401249	42	60	2011.380952	1965.016667
ENST00000182527	-0.448972183	0.034001649	0.469137923	83	81	2289.975904	1774.654321
ENST00000184266	-0.031917587	0.059088563	0.552084508	1400	1684	531.3357143	522.6306413
ENST00000184956	-0.195489427	0.461506645	0.874176918	59	49	2232.474576	1882.183673
ENST00000185150	-0.252801059	0.012064319	0.336824978	134	126	1756.80597	1512.095238
ENST00000186436	-0.426171795	0.272838521	0.79714996	52	72	2333.673077	1653.375
ENST00000187762	-0.052820011	0.828348881	0.965355655	29	29	1500.206897	1393.586207
ENST00000188312	-0.13512828	0.447031633	0.867982033	26	40	1457.384615	1346.975
ENST00000188376	-0.089264582	0.000419745	0.076709611	1569	1484	1311.815806	1260.475067
ENST00000189444	-0.090622722	0.687543436	0.936245432	23	27	2280.434783	2210.037037
ENST00000190611	0.133331946	0.789711565	0.957258187	9	18	1983	1984.5
ENST00000190983	-0.0998498	0.13209175	0.682374785	302	379	1239.675497	1185.934037
ENST00000191018	-0.094998031	0.585968138	0.910874941	121	189	1415.553719	1344.354497
ENST00000192788	-0.570226695	0.173153745	0.71804254	41	24	2375.902439	1738.208333
ENST00000193322	-0.287083694	0.268528073	0.793906824	75	65	1677.226667	1448.4
ENST00000193403	-0.14604115	0.72251296	0.943360396	544	635	1706.869485	1748.908661
ENST00000194118	-0.195643328	0.206786314	0.74656925	58	67	1840.931034	1652.298507
ENST00000194214	-0.049131713	0.04764524	0.519050956	276	298	664.3188406	644.0939597
ENST00000194530	-0.222173534	0.201807541	0.742648639	43	48	1850.976744	1624.395833
ENST00000194900	-0.000315221	0.9992234	0.999892108	20	19	1498.85	1444.578947
ENST00000196061	-0.205768792	0.288918588	0.805391812	790	966	1853.735443	1673.745342
ENST00000196169	0.247906038	0.351862817	0.833410513	28	25	1512.607143	1519.64
ENST00000196371	-0.288258973	0.000746345	0.104545458	905	878	1856.867403	1629.709567
ENST00000196489	-0.059787504	0.892770226	0.978764478	18	22	1666.722222	1617.909091
ENST00000196551	-0.076526724	0.001259821	0.128349274	1677	2027	764.503876	736.0138135
ENST00000198767	-0.387314778	0.011130985	0.325997114	172	199	2039.860465	1678.105528
ENST00000198939	-0.344694839	0.468932224	0.87460809	37	39	1965.432432	1636.282051
ENST00000199320	-0.174118574	0.005351048	0.244330175	339	293	1375.716814	1245.730375
ENST00000199389	-0.271730631	0.11049091	0.651858075	581	654	1718.406196	1521.577982
ENST00000199448	-0.030839218	0.786877243	0.957167963	119	95	1566.159664	1555.652632
ENST00000199706	-0.075983306	0.292370912	0.805859586	545	657	1008.062385	977.5616438
ENST00000199814	-0.138504817	0.341412618	0.827235191	243	254	1596.283951	1483.251969
ENST00000200135	-0.24493972	0.193804409	0.736179195	59	68	1861.745763	1698.882353
ENST00000200181	-0.080524389	0.88985928	0.978112842	19	38	2335.631579	2439.157895
ENST00000200453	-0.135696814	0.628639388	0.922118671	81	324	1339.209877	1351.907407
ENST00000200457	-0.109896064	0.249082782	0.77910143	651	571	1208.815668	1156.458844
ENST00000200639	-0.103441834	0.128460335	0.678356241	236	265	1391.779661	1305.407547
ENST00000200652	-0.081222996	0.647707309	0.927400573	39	37	1449.538462	1397.972973
ENST00000202017	-0.075271167	0.458124848	0.872979322	106	149	1150.443396	1103.946309
ENST00000202028	0.61725533	0.162653313	0.709575868	16	11	1035.25	1286.090909
ENST00000202773	-0.068281114	0.015410875	0.362581641	8020	8703	919.536783	886.7146961
ENST00000202816	-0.026959604	0.907710296	0.982592451	28	36	1415.428571	1407.694444
ENST00000202834	-0.198923281	0.125103108	0.67339573	26	31	1318.230769	1180.419355
ENST00000203001	-0.308825367	0.115829488	0.659161591	36	43	1707.333333	1530.27907
ENST00000203166	-0.252497831	0.386129931	0.846238291	85	88	1593.376471	1523.988636
ENST00000203407	-0.114608744	0.198298055	0.738686389	1758	1871	1361.886234	1280.709246
ENST00000203556	0.087010326	0.841202941	0.967876732	36	35	1402.777778	1709.971429
ENST00000203630	-0.049541004	0.574286266	0.90848139	744	742	1258.24328	1235.54717
ENST00000203664	0.377352016	0.405005766	0.853128076	15	12	1889.6	2359.833333
ENST00000204005	0.110059493	0.713288264	0.940999395	92	89	1533.706522	1748.033708
ENST00000204517	-0.167409858	0.420394404	0.858378908	81	102	1389.567901	1353.911765
ENST00000204549	-0.464226027	0.023878362	0.423840113	37	55	1590.162162	1308.8
ENST00000204566	-0.157441831	0.033497658	0.466475657	340	346	1488.844118	1390.641618
ENST00000204679	0.037443697	0.809483472	0.961842491	116	160	1061.663793	1071.7625
ENST00000204726	-0.676413206	0.008848486	0.297959107	36	34	1449.305556	922.0882353
ENST00000204961	-0.185688329	0.586177995	0.910874941	26	27	1705.307692	1357.962963
ENST00000205061	-0.254152252	0.147204212	0.698785003	129	103	2012.031008	1714.834951
ENST00000205143	-0.047727956	0.650075384	0.928146806	29	28	632	620.9642857
ENST00000205194	-0.128435753	0.167687535	0.712931963	161	204	1121.47205	1031.147059
ENST00000205402	-0.215088942	0.103647908	0.642306736	414	401	1703.727053	1481.219451
ENST00000205636	-0.299251811	0.241239436	0.772705318	131	135	1884.450382	1696.681481
ENST00000206020	-0.08257286	0.030369329	0.456734565	154	164	1038.402597	989.5792683
ENST00000206380	-0.092952673	0.58120809	0.909979312	43	36	1148.55814	1098.555556
ENST00000206423	-0.344036138	0.202212205	0.743270461	48	55	1981.166667	1617.727273
ENST00000206451	-0.064713764	0.345154322	0.83027759	156	173	954.6153846	928.699422
ENST00000206474	-0.045337715	0.839193581	0.967876732	51	60	1290.254902	1297.783333
ENST00000206542	-0.103709617	0.221685784	0.759047248	121	149	1132.347107	1087.785235
ENST00000206595	-0.0656068	0.685007055	0.935616272	84	96	1796.452381	1801.239583
ENST00000207549	0.002227817	0.985109076	0.996203117	276	294	1909.025362	1968.295918
ENST00000207870	0.037516936	0.940822194	0.988876519	9	14	1585	1717.142857
ENST00000209728	-0.086963876	0.64119545	0.926365242	314	333	1627.124204	1547.564565
ENST00000209873	-0.094553711	0.358776238	0.83507155	173	160	1516.196532	1461.61875
ENST00000209875	-0.242418105	0.004249682	0.224806666	428	357	1492.453271	1287.733894
ENST00000209884	0.1589521	0.463389306	0.874176918	44	37	1876.113636	2072.27027
ENST00000210060	-0.161977951	0.022513246	0.417613117	237	286	1176.565401	1093.870629
ENST00000210187	-0.220937421	0.111446276	0.652422819	54	68	1312.87037	1188.161765
ENST00000210313	-0.179229695	0.038359908	0.483675959	292	258	1773.784247	1622.75969
ENST00000210444	-0.117809796	0.00475376	0.23526292	432	447	1086.935185	1022.975391
ENST00000211314	-0.048506319	0.433853951	0.863904701	310	317	913.6	878.3028391
ENST00000211379	-0.091068594	0.633524181	0.924117889	130	169	1797.776923	1820.781065
ENST00000211936	-0.085458761	0.751301306	0.9488434	19	37	2122.421053	1951.324324
ENST00000211998	-0.084285529	0.728337959	0.944847483	208	224	2282.019231	2126.46875
ENST00000212015	-0.227845721	0.484800809	0.881589135	34	24	2394.882353	2140.375
ENST00000212355	0.276408984	0.313517687	0.814480656	32	39	1829	2254.384615
ENST00000214869	-0.216887006	0.015923103	0.369625023	198	215	1201.510101	1072.674419
ENST00000215057	0.013708859	0.961686177	0.993354517	26	19	1925.576923	2012.631579
ENST00000215061	-0.12456931	0.151188618	0.701407778	49	43	1019.163265	958.1627907
ENST00000215071	-0.092914356	0.165724013	0.710804368	427	458	990.2177986	947.4519651
ENST00000215115	0.006554255	0.946014301	0.990128397	288	291	728.3263889	736.5257732
ENST00000215375	-0.038186642	0.435487214	0.865021389	1134	1211	812.2724868	799.6655656
ENST00000215565	-0.031256488	0.311019728	0.813902823	956	1435	585.0983264	571.7867596
ENST00000215567	-0.095636227	0.156107598	0.704006186	235	281	1017.029787	969.4270463
ENST00000215570	-0.063245815	0.025961915	0.429582063	684	870	742.1622807	717.8206897
ENST00000215574	-0.106755621	0.441585549	0.866147497	310	335	1142.916129	1079.328358
ENST00000215582	-0.1650703	0.371986288	0.842720584	316	298	1557.905063	1485.610738
ENST00000215631	-0.086478907	0.479510288	0.879526938	149	421	1024.449664	975.8836105
ENST00000215659	-0.111295943	0.253528516	0.782143324	105	137	1625.495238	1558.372263
ENST00000215730	-0.121796411	0.31870643	0.816792808	136	138	1300.816176	1124.818841
ENST00000215739	0.126699141	0.60625528	0.916630698	53	78	1558.226415	1711.410256
ENST00000215742	-0.154951978	0.500673686	0.887158094	103	104	1068.825243	1035.634615
ENST00000215754	-0.03124355	0.147916817	0.699187662	6426	8465	581.1672891	571.577909
ENST00000215770	-0.525193611	0.130685367	0.680471054	17	22	836.2941176	677.4545455
ENST00000215790	-0.327051326	0.606969899	0.916818731	22	18	1289.227273	1346.055556
ENST00000215793	-0.115013485	0.567511921	0.906315221	358	395	1800.701117	1789.301266
ENST00000215829	-0.03239494	0.149766771	0.700776684	862	1097	683.4907193	668.8176846
ENST00000215832	-0.19805241	0.096981642	0.630183241	251	209	2181.940239	1908.550239
ENST00000215862	-0.043131273	0.876219018	0.975537864	16	40	1426.625	1459.825
ENST00000215882	-0.103634749	0.377161472	0.844578908	545	598	1283.480734	1229.247492
ENST00000215904	-0.229330278	0.178623962	0.723420334	185	176	1706.783784	1589.488636
ENST00000215909	-0.025329598	0.038734601	0.483675959	4104	5532	576.0553119	569.3523138
ENST00000215917	-0.109075894	0.304387537	0.811415304	90	82	1362.422222	1326.670732
ENST00000215919	-0.067484411	0.750029239	0.94880475	48	32	1711.958333	1642.875
ENST00000215941	-0.05505649	0.809206364	0.961745521	92	104	1460.554348	1436.298077
ENST00000215956	-0.078680655	0.526698145	0.894260614	195	245	869.1333333	846.7673469
ENST00000215957	0.118129448	0.438585696	0.865914626	97	87	1730.371134	1870.137931
ENST00000215980	-0.012284619	0.703930849	0.939896007	331	344	935.7311178	930.002907
ENST00000216014	-0.219677527	0.069539792	0.579076604	77	102	1325.415584	1177.215686
ENST00000216027	-0.017117793	0.856623078	0.971984127	63	71	914.2698413	912.1408451
ENST00000216029	0.003559438	0.978286008	0.995205721	43	56	995.9302326	989.5535714
ENST00000216034	-0.076986527	0.15332906	0.703162612	622	652	962.9790997	921.309816
ENST00000216037	-0.247286174	0.003287567	0.19742631	178	155	1487.410112	1313.754839
ENST00000216038	-0.184555502	0.15525323	0.703162612	358	385	1445.013966	1352.246753
ENST00000216039	-0.257116348	0.080714763	0.601789271	148	157	2061.02027	1738.859873
ENST00000216044	-0.242532363	0.35508371	0.834608424	85	87	1772.047059	1482.206897
ENST00000216061	-0.4354969	0.248359632	0.778560467	23	25	1702.304348	1350.12
ENST00000216068	0.072370014	0.760115547	0.95085897	16	29	1067.4375	1114.413793
ENST00000216080	-0.220281105	0.152026551	0.701407778	101	147	1835.960396	1671
ENST00000216085	-0.212061464	0.510241983	0.88965082	44	52	1235.045455	1197.557692
ENST00000216106	-0.428328615	0.297177882	0.807927104	63	45	2279.539683	1966.666667
ENST00000216117	-0.122587161	0.37296556	0.842760601	523	794	1276.764818	1212.207809
ENST00000216121	-0.224088654	0.081220189	0.603390479	205	228	1462.921951	1339.451754
ENST00000216122	-0.194154912	0.124930214	0.673271946	571	632	1881.66725	1717.702532
ENST00000216124	-0.044583791	0.852001619	0.970961543	32	29	1539.34375	1490.448276
ENST00000216129	-0.193594059	0.508774003	0.889399052	485	478	1558.519588	1517.002092
ENST00000216146	-0.085205287	0.122365055	0.669747593	6833	7833	1229.262257	1181.815907
ENST00000216160	-0.08617347	0.78369618	0.956539141	89	63	1566.561798	1473.857143
ENST00000216181	-0.216827267	0.394975517	0.849660084	1356	1174	1616.347345	1585.76661
ENST00000216185	-0.047398558	0.261584518	0.78905298	317	403	1096.350158	1074.868486
ENST00000216187	-1.047622175	0.162888197	0.709662619	7	13	1842.285714	984.3076923
ENST00000216190	-0.165237987	0.146356704	0.698333941	787	891	1517.961881	1428.173962
ENST00000216194	-0.05395537	0.499130749	0.886135576	128	138	763.4296875	738.4275362
ENST00000216214	-0.332979013	0.1249519	0.673271946	38	29	1749.236842	1400.689655
ENST00000216218	-0.177544635	0.029929177	0.453994285	1507	1608	1415.124751	1263.960199
ENST00000216225	-0.05402103	0.021846203	0.413878635	711	994	589.2841069	567.8762575
ENST00000216237	-0.259986888	0.019727984	0.397131719	162	187	1947.734568	1647.609626
ENST00000216252	-0.083302533	0.318333656	0.816691341	508	561	940.3858268	917.912656
ENST00000216254	-0.228247784	0.227544007	0.764952303	216	242	1857.625	1650.991736
ENST00000216259	-0.021255839	0.813212902	0.962661842	108	167	1087.12963	1081.287425
ENST00000216264	-0.464184129	0.097173514	0.630329551	270	184	1967.055556	1564.581522
ENST00000216268	0.273454804	0.561196969	0.903109729	71	49	1912.408451	2345.632653
ENST00000216271	0.219068711	0.23121385	0.766005861	37	35	1427.648649	1672.342857
ENST00000216277	-0.217262147	0.074506673	0.588594498	372	407	1997.456989	1730.555283
ENST00000216281	-0.234765544	0.024948849	0.427775427	4188	4844	1768.370344	1573.6827
ENST00000216288	-1.050735816	0.106588415	0.648029767	6	12	1282.5	532.1666667
ENST00000216294	-0.053425853	0.755774578	0.949710353	43	62	1419.232558	1410.419355
ENST00000216297	-0.174886398	0.295475315	0.806699429	479	394	1793.340292	1632.621827
ENST00000216330	-0.03780999	0.558244604	0.90262883	238	294	951.5882353	933.7823129
ENST00000216350	-0.150698412	0.383670912	0.846238291	33	63	1173.333333	1060.142857
ENST00000216361	0.326738858	0.054202435	0.538172879	14	15	1943.857143	2292.733333
ENST00000216367	-0.010988015	0.924641853	0.985319217	61	72	1319.934426	1337.902778
ENST00000216373	-0.477224919	0.201806735	0.742648639	26	28	2314.615385	1821.392857
ENST00000216392	-0.105496862	0.364252905	0.837872357	187	170	2169.080214	2059.958824
ENST00000216410	-0.041575957	0.782516417	0.956034409	260	270	1126.615385	1150.255556
ENST00000216416	-0.057575705	0.359502779	0.83507155	616	685	1264.826299	1206.893431
ENST00000216420	-0.223666543	0.258741412	0.786532737	39	47	1408.564103	1185.468085
ENST00000216442	-0.149941048	0.009550995	0.307530526	194	184	1323.412371	1211.934783
ENST00000216446	-0.363114534	0.003387418	0.198300147	70	69	1295.985714	1108.043478
ENST00000216452	0.011611806	0.921441183	0.984435428	67	83	1128.477612	1133.506024
ENST00000216455	-0.049377552	0.067171085	0.572356751	498	562	947.6666667	921.8042705
ENST00000216465	-0.077679849	0.199649407	0.740222271	41	69	1090.463415	1056.710145
ENST00000216468	-0.189196675	0.411956067	0.85572745	56	39	2157.607143	1965.25641
ENST00000216479	-0.117611963	0.100985606	0.637241521	605	641	1195.844628	1122.954758
ENST00000216484	-0.765937741	0.000488484	0.083013193	56	76	1979.142857	1331.157895
ENST00000216487	-0.050096681	0.941811602	0.989208763	8	11	2190.125	2296.090909
ENST00000216489	0.116706714	0.474163591	0.876756572	51	55	1408.823529	1522.018182
ENST00000216500	-0.019094761	0.89840451	0.980063095	144	145	1171.402778	1160.62069
ENST00000216513	-0.062943747	0.861812828	0.972450502	15	37	1815.4	1861.567568
ENST00000216554	-0.321479707	0.019438679	0.394697158	341	393	2170.304985	1817.974555
ENST00000216602	-0.245345406	0.127115176	0.674923859	84	53	1274.678571	1116.396226
ENST00000216605	-0.249375838	0.096286541	0.62927857	727	637	2038.799175	1800.028257
ENST00000216629	-0.543266542	0.160001463	0.706200602	14	12	1439.142857	1137.833333
ENST00000216639	-0.220653695	0.234352016	0.767153728	92	128	1418.663043	1271.40625
ENST00000216714	-0.022693107	0.70020172	0.938842813	512	524	1347.042969	1323.937023
ENST00000216727	-0.07454093	0.763501567	0.951620896	334	350	1150.979042	1144.7
